BBL,UnitsTotal,UnitsRes
1007730079,1,1
1022150332,2,2
1022150324,1,1
1011700012,117,100
1011970020,0,0
1020230028,56,54
1018390022,20,20
1015430145,1,1
1014490008,2,2
1012620030,5,0
1013110017,6,0
1013990060,6,4
1013910013,5,5
1014070060,3,2
1012900015,5,0
1017180067,3,3
1016540042,0,0
1013980172,1,0
1013960013,9,8
1013320016,18,16
1012930010,1,0
1016340044,16,16
1017350067,20,20
1002830012,20,20
1002010014,28,26
1005270060,5,3
1001680032,10,0
1003840025,10,10
1004220060,42,40
1004737505,7,4
1007220066,4,4
1010010058,6,4
1010460117,20,20
1011980053,1,1
1021540065,1,0
1012120038,0,0
1011210114,10,10
1019130044,3,3
1021090017,12,12
1021870020,0,0
1020920022,3,1
1020420005,6,6
1019070110,10,10
1020257501,29,29
1020790030,9,8
1003040025,10,8
1002990034,4,0
1005880077,25,24
1005850048,3,2
1004160065,21,18
1008130039,3,0
1002110003,2,0
1006150045,6,6
1004110034,23,20
1005820020,37,37
1006357502,5,4
1005870054,1,1
1002830045,15,13
1004250016,3,1
1010170058,0,0
1001890028,1,0
1005950030,5,4
1005420050,15,14
1003060014,2,0
1004510040,5,5
1009020049,123,122
1007720029,1,1
1007690048,1,0
1007710029,2,0
1008710029,13,13
1011430019,10,10
1010640046,2,0
1011620161,20,20
1013790025,10,10
1015620043,20,20
1019430027,10,10
1015840017,10,10
1015780038,23,23
1014510029,13,12
1013220018,1,1
1014320031,1,1
1013250001,34,0
1013610023,0,0
1016450122,1,0
1017290005,3,3
1009170058,46,42
1004760007,16,0
1003480021,23,20
1004480030,9,8
1009100007,3,3
1008860081,1,0
1010000056,2,0
1007660077,10,10
1022430389,2,2
1012110022,9,9
1010620025,10,10
1021280044,19,18
1021090046,75,63
1018770018,40,40
1020800005,49,49
1010420022,11,10
1011200057,73,73
1010430046,41,41
1019020013,10,10
1012510022,1,0
1022180001,25,25
1020070047,20,20
1019620061,87,87
1019580038,10,10
1019430045,10,10
1017080029,0,0
1018697501,61,56
1018410063,9,8
1000630012,33,0
1006170034,10,8
1005250031,8,2
1005750032,8,8
1005297501,13,0
1010570023,9,9
1011860015,10,10
1004460008,19,15
1006060026,2,0
1003730026,0,0
1005190061,3,3
1008720050,44,44
1009050006,180,180
1008480070,0,0
1007920053,1,0
1019770021,32,32
1020890017,8,8
1020650040,10,10
1006140052,5,5
1005750038,7,6
1006650067,0,0
1005560028,10,8
1005750130,2,1
1005180032,41,39
1005670010,2,2
1020230012,5,5
1020630024,2,2
1015640113,2,2
1014930014,1,0
1015470049,202,200
1013950010,60,0
1015620047,10,8
1003770066,3,3
1008920027,8,8
1004490020,1,0
1016270048,1,0
1012870021,39,0
1016160039,30,28
1016230048,3,3
1019270055,16,16
1018730009,40,40
1015490028,8,6
1013930072,1,0
1015420048,13,13
1015110005,11,11
1017840027,8,7
1013210034,68,62
1013800013,1,1
1014250025,9,8
1014910144,10,10
1015510044,21,20
1015350014,20,20
1015080130,15,15
1016250071,10,10
1017600046,0,0
1017220058,8,6
1002230012,1,0
1001620016,7,6
1005420058,5,3
1007310041,9,6
1012700160,9,8
1016230035,30,27
1017890043,2,0
1016210031,10,10
1017270037,4,4
1016390038,1,0
1000780020,3,0
1004220056,11,10
1012347502,2,0
1001937509,15,15
1006090072,1,1
1000020023,0,0
1004230030,2,1
1004540036,18,16
1000707501,44,0
1000797501,5,4
1006250051,3,1
1007640053,24,24
1007000045,211,210
1011460025,10,10
1012030043,7,7
1004440005,1,0
1010180057,1,0
1010920016,0,0
1011030023,1,0
1012500057,7,7
1021110057,0,0
1018250025,0,0
1020800025,14,14
1019700002,130,130
1020340034,10,9
1019260012,11,11
1019530052,10,10
1015520044,20,20
1019370007,11,11
1018310018,5,5
1019480043,10,10
1017540026,30,30
1005890011,26,26
1006180022,18,17
1006297501,21,21
1004630027,12,11
1008407501,14,0
1009970001,29,0
1011840077,1,0
1005090018,4,4
1001960012,2,0
1008687503,180,172
1009230043,24,24
1011270016,10,10
1007710072,25,24
1010100045,9,8
1011540151,3,0
1012460115,9,9
1015050160,1,1
1018520049,2,0
1020020069,39,39
1020570133,2,1
1015230043,1,1
1020860150,1,1
1013970022,12,6
1015217501,33,30
1019470005,1,1
1022410111,6,6
1022430273,2,0
1021800135,0,0
1019160120,2,2
1020340041,42,42
1019110141,7,7
1018850020,11,11
1019380001,112,89
1019390001,17,12
1018620010,1,0
1018380022,54,54
1019200054,2,2
1015820003,10,10
1015520040,11,10
1011200048,2,0
1004340008,5,4
1007690020,19,18
1008300005,5,0
1012010049,1,0
1011440037,19,19
1010360020,1,0
1011220023,39,39
1021380187,21,21
1000167507,154,153
1021140068,21,21
1021140018,13,13
1019660038,5,4
1019550012,1,0
1014000011,1,0
1015180029,14,14
1016650023,9,6
1013840051,9,8
1013490131,2,0
1013720027,1,1
1016340042,1,0
1016340056,4,3
1017540001,4,4
1016450051,0,0
1006180059,6,6
1002790065,3,0
1010560009,20,20
1011840087,120,120
1009160028,5,0
1002280009,4,3
1004230019,7,4
1003730046,35,35
1004050008,14,12
1009040031,20,18
1007720015,1,1
1008910023,35,35
1007220069,4,4
1011280046,7,7
1011990121,18,18
1012080137,4,4
1010760051,1,0
1019050036,26,21
1021100004,1,0
1018780052,47,47
1012470050,47,45
1022240031,22,22
1014970073,19,18
1021520039,20,20
1020580058,13,12
1012000063,10,10
1011437505,18,17
1019420158,4,4
1020240030,5,3
1021300003,2,0
1020110029,22,15
1018610036,0,0
1018400016,2,2
1018630010,31,30
1015850036,79,79
1015520035,20,20
1013657502,231,228
1013870064,8,7
1013220019,1,1
1013870058,1,1
1017360012,2,0
1019270141,3,3
1011960044,10,10
1018920019,27,26
1022460036,4,0
1021560075,0,0
1021180065,2,2
1020680002,20,20
1020610004,9,8
1021300017,28,25
1018200144,4,4
1015490030,16,14
1015290034,16,16
1019050138,2,2
1019140109,4,4
1014930021,1,0
1014120010,2,1
1012630022,65,0
1021780001,1,0
1015600042,34,34
1016400139,1,0
1004690046,23,23
1008960048,221,213
1002060005,29,27
1006100046,20,20
1002270007,4,0
1003540026,11,10
1013270037,145,141
1017360019,0,0
1017090001,8,6
1017210128,11,11
1017400007,134,134
1005000019,6,5
1004990042,5,4
1017240001,13,12
1017490172,4,4
1006370041,2,2
1002860029,10,10
1006357501,24,24
1005897501,44,43
1003870047,12,12
1008330018,114,0
1004027501,9,6
1008850051,48,48
1004400027,20,20
1009350013,208,204
1008620011,83,80
1008020078,4,0
1007430050,6,6
1002980014,1,1
1001990019,25,24
1002040035,5,0
1005100038,1,0
1007140031,375,375
1007220067,1,1
1010530032,8,7
1011230061,33,28
1012527501,32,32
1021520045,11,11
1021610050,45,45
1020840008,2,2
1019070153,2,2
1008270043,22,9
1008007501,34,33
1010530037,35,35
1012090023,4,4
1011960020,9,9
1018310033,5,0
1021800182,58,58
1006430066,3,2
1003760053,12,12
1008830066,12,11
1000970006,2,0
1005190051,20,20
1004780027,9,7
1004100068,2,0
1004997504,5,4
1020960040,61,59
1020930034,15,8
1019610039,1,0
1019580035,1,0
1018410062,9,8
1019030019,3,3
1020510064,30,30
1020510145,2,2
1017110006,0,0
1013800047,10,10
1016890049,4,3
1018070018,1,0
1004060015,10,10
1019990001,1,0
1013220009,1,1
1017350008,29,27
1017370011,9,0
1017840028,8,7
1001747503,9,5
1001490014,18,10
1022480040,61,61
1020730057,7,7
1020430022,15,15
1003860052,0,0
1006410048,1,1
1004810021,7,4
1009070003,17,16
1007570020,0,0
1007330008,0,0
1008000033,12,0
1012120064,12,8
1011440011,30,0
1012180028,2,2
1022500014,50,50
1004040014,30,27
1004000048,8,8
1008930006,2,2
1008740004,15,0
1008660058,1,0
1010660064,19,16
1010707502,8,7
1005840046,122,122
1006110043,5,5
1008170025,11,10
1008150026,2,1
1002010013,1,0
1006340062,11,10
1003030022,1,0
1004010026,8,8
1004360026,10,8
1022390009,30,30
1012010043,10,10
1012130038,18,18
1010610062,9,8
1012630057,7,5
1003410058,404,400
1007760012,1,0
1020250061,48,46
1008387501,168,163
1007650014,20,20
1007990028,52,0
1006952001,0,0
1011470038,10,10
1019480057,3,3
1019160019,11,11
1014397501,136,126
1013880031,9,8
1014940007,1,1
1013210140,1,1
1011850049,5,5
1004630040,6,5
1004650012,2,2
1008580003,4,0
1012280030,15,13
1011950064,12,8
1008820036,3,0
1005740020,3,3
1011130013,6,0
1012200012,15,15
1010090016,9,8
1022010001,1,0
1021800459,3,3
1021230067,44,44
1019980061,2,0
1021370052,42,42
1021800474,49,49
1021800507,85,77
1020070048,20,20
1018740052,140,135
1019087504,26,26
1019530043,8,7
1022270001,40,32
1019047501,2,2
1019110148,4,4
1018760039,10,10
1015450116,3,3
1014920063,1,1
1015830126,1,1
1015220058,7,6
1018460037,15,15
1018360037,60,60
1015230065,2,2
1015820014,1,1
1013780043,1,0
1017180056,2,2
1014330021,6,0
1017200063,5,4
1018070048,2,0
1017830005,59,56
1017830111,0,0
1002860026,5,4
1002860034,1,0
1018820051,41,41
1019050014,3,3
1018410044,1,1
1018920062,10,10
1015280030,20,20
1015130057,4,3
1015110064,16,16
1002240032,1,0
1001800017,1,1
1005820042,15,14
1006130003,3,2
1010580058,3,3
1022150283,1,1
1001960031,6,0
1002320023,7,0
1005220004,12,11
1004060024,1,0
1007380018,24,24
1008860077,9,8
1008380070,12,0
1019660083,0,0
1014910042,9,9
1017700033,1,0
1015080142,3,0
1013990033,184,180
1016670011,0,0
1013610042,1,1
1017560009,8,8
1008390067,16,0
1005320015,42,0
1011220029,94,92
1010000053,1,0
1002810013,2,0
1002800003,16,16
1000400016,2,0
1020590150,1,0
1013100022,6,0
1018760012,34,33
1018410023,18,18
1019150144,4,4
1015130047,24,24
1015100052,14,12
1005250056,7,0
1006110058,3,2
1005920039,2,2
1005530040,4,4
1003547501,3,2
1004100051,2,0
1004420020,10,10
1005940082,2,0
1006070047,9,6
1004040049,5,5
1003500066,18,18
1004760089,1,1
1004090023,22,20
1009090009,0,0
1005870055,1,1
1002140009,5,4
1006090020,2,0
1003490025,20,18
1008930081,2,1
1007450005,2,2
1007740085,2,1
1015040124,6,6
1013470141,1,1
1014370030,19,16
1016670034,0,0
1014160001,11,7
1017890034,1,0
1017170005,4,4
1006360041,2,0
1003847505,6,5
1006330041,4,4
1007530018,19,19
1007450064,2,2
1001790050,3,3
1001357504,91,87
1021410013,44,38
1021090029,4,4
1020860054,32,32
1018420003,10,8
1021180050,20,20
1015020049,3,3
1020300007,24,22
1000780040,3,2
1005140031,5,4
1004820024,10,9
1021260028,27,24
1010550034,9,8
1005957504,42,40
1005940079,2,0
1009150034,4,3
1005870056,1,0
1010650042,20,20
1006960035,2,0
1021750124,41,41
1010420016,1,0
1021740193,20,20
1012300032,15,13
1000970035,5,4
1009167501,45,44
1005220012,81,0
1009240046,7,7
1009120061,20,20
1003980028,0,0
1013830069,126,121
1014280005,1,0
1014140112,2,0
1013510042,20,18
1017080011,10,10
1016310101,0,0
1009060041,22,22
1016380141,4,4
1002740036,2,0
1002390029,3,0
1004600027,6,6
1009980061,4,0
1010550041,16,16
1005570011,11,8
1012530048,39,39
1021230074,1,0
1020580055,1,0
1019280018,8,8
1020770026,1,0
1020630028,8,8
1019370040,3,3
1020810019,2,2
1020600028,16,15
1018760038,10,10
1018470034,3,3
1019170158,1,0
1019480022,20,20
1014830038,248,245
1009180060,9,8
1004880025,5,1
1004440003,1,0
1004340021,30,28
1004000023,0,0
1007800070,5,0
1007660039,115,114
1008280028,3,0
1011240111,10,10
1012110047,2,2
1011650055,3,3
1011230029,104,104
1010420059,12,12
1022500050,67,67
1001620133,4,3
1004240004,1,0
1004130051,8,0
1009140015,3,2
1009020015,29,29
1004020049,6,6
1010410050,147,145
1019320009,1,0
1018890113,3,3
1013920062,1,1
1004040051,10,10
1004020056,10,10
1004930015,16,14
1007780074,3,2
1013900027,12,12
1009190027,19,16
1008110009,2,0
1010590057,10,10
1006100064,15,13
1005290055,16,15
1009230019,6,6
1010300016,173,173
1011620141,39,37
1021740188,16,16
1021380079,1,0
1021360124,42,42
1017230164,1,0
1020450091,10,8
1021110084,25,23
1021990018,0,0
1020500070,2,2
1019310010,6,0
1011270053,10,10
1012280033,9,7
1021100071,16,16
1004440016,24,24
1008410071,1,0
1007880064,0,0
1008290001,273,266
1008380035,6,0
1012430055,6,0
1010710049,1,0
1020880080,42,42
1019410052,4,4
1018820028,69,66
1014430050,8,6
1018480061,10,10
1015270018,5,5
1015780014,44,44
1007540026,23,23
1007630004,6,5
1006960040,1,0
1012020145,8,8
1020300001,30,25
1011830025,1,1
1010410062,4,0
1004077501,20,19
1008230073,23,22
1003987502,17,17
1007920064,2,0
1008290072,4,0
1010480019,6,5
1011220020,1,1
1010340027,20,20
1022200011,25,25
1022150374,1,1
1020500065,2,2
1019900040,38,38
1018780033,15,12
1014390031,20,20
1008007504,203,202
1010450020,39,39
1012090027,6,6
1021700134,55,55
1015040069,42,40
1021210001,0,0
1020590047,2,2
1015000054,2,0
1013790001,24,24
1013510005,0,0
1017250014,6,6
1016800050,2,0
1017280047,4,4
1015870027,0,0
1002790019,0,0
1000210006,245,237
1017240023,8,8
1017240017,4,4
1017830041,30,29
1016080005,1,0
1001740009,5,4
1021700018,2,2
1020860147,4,4
1014090153,3,0
1014060064,8,8
1013740030,2,0
1014950033,3,0
1013690041,19,17
1018790049,25,25
1019370118,2,2
1018220009,10,10
1019150011,11,11
1006220014,19,18
1010560041,15,15
1006090049,1,0
1020370023,0,0
1015180064,12,12
1019540005,28,28
1013990012,2,2
1018610031,12,10
1019110059,1,0
1015480019,60,56
1012190021,2,2
1018320023,20,20
1022000029,0,0
1021630041,2,0
1020530014,49,49
1020360029,1,0
1019420035,10,9
1014150017,7,5
1017200037,6,6
1017200036,8,8
1003100009,10,10
1005730037,1,1
1008390001,15,0
1006130013,8,8
1015610010,21,21
1013930008,8,7
1016880120,3,3
1014060145,1,1
1018150145,4,4
1017240008,3,3
1016360037,4,3
1001500006,6,0
1006140032,30,28
1006297505,7,7
1009300034,3,0
1004610012,41,36
1007430082,16,15
1008067501,27,26
1020440007,20,20
1020240039,1,1
1020740025,28,26
1019370039,2,2
1018690001,75,75
1018630026,1,0
1014080062,2,2
1013250020,10,10
1014150038,1,1
1017010029,0,0
1018070036,2,2
1010570032,7,6
1002370014,20,0
1001780025,29,25
1019150048,11,11
1018590024,36,36
1019160030,10,9
1015290024,7,6
1016240064,15,15
1015130056,7,6
1004580047,3,2
1010550021,20,20
1021170057,24,24
1019700071,10,9
1020300005,6,0
1013950041,11,0
1015630141,1,1
1012720023,0,0
1006407501,60,60
1004650018,3,3
1004137502,16,9
1006110010,6,6
1001947505,5,3
1005160035,2,0
1005280008,29,29
1014670011,21,20
1014960017,8,6
1013450026,115,114
1013690011,1,0
1013260118,2,2
1016607501,11,10
1017220019,1,0
1018920006,52,52
1015280033,21,21
1014700030,15,15
1013767501,12,12
1013170011,2,0
1014320001,99,90
1017110111,9,8
1002850013,6,5
1001500038,43,0
1005730024,8,8
1003870017,5,5
1008180008,6,6
1012310012,0,0
1002000017,0,0
1001510032,31,0
1003860062,5,4
1008120029,1,0
1011860039,2,2
1022150274,1,1
1008820003,17,0
1008737501,9,9
1003030006,5,4
1002760045,0,0
1002770044,22,20
1005870011,1,1
1004990029,5,2
1003850005,57,52
1007950037,2,0
1004260024,8,7
1009230051,3,3
1021270011,1,1
1015157502,221,219
1019370123,11,11
1015520013,34,34
1019110136,2,0
1005470014,2,0
1005920044,1,1
1003900037,12,10
1009130022,4,4
1008290035,5,0
1008510061,8,7
1010100015,2,0
1002980033,1,0
1001950013,4,3
1005520048,7,7
1005690033,5,5
1004750007,25,24
1008930014,62,58
1004010025,0,0
1010450026,20,20
1008670048,25,24
1010740061,2,0
1011490038,5,5
1011460024,10,10
1010810060,81,80
1019030141,3,3
1021760003,31,30
1021740241,53,53
1019280023,0,0
1021660159,4,4
1013900132,9,9
1014320035,12,12
1014430025,23,20
1007720033,12,12
1007000054,1,0
1010677503,67,67
1012097502,150,148
1012220008,2,2
1007190013,1,1
1021570029,42,42
1011040040,1,0
1011680160,7,7
1019130053,11,11
1021570018,1,1
1019670001,14,14
1020250116,1,1
1019160012,6,6
1015350003,217,213
1014110113,4,3
1016240007,25,24
1016830002,7,6
1018070014,3,3
1002930002,1,0
1002710052,24,24
1002860025,11,11
1001737503,33,29
1003870131,0,0
1004710019,8,6
1004140024,10,8
1001260013,115,114
1003440153,0,0
1010390038,1,0
1012440055,3,3
1022150489,1,1
1019490005,2,2
1020730060,3,3
1020600009,3,3
1019070020,3,3
1014920011,11,11
1014400039,24,22
1015040051,3,1
1013370001,17,2
1014310005,16,16
1014050006,1,0
1017570001,527,527
1004550052,124,123
1008410027,21,0
1004010017,35,31
1007640075,8,6
1007190065,6,6
1011990029,68,68
1010980022,2,0
1002850010,4,3
1003060011,5,4
1005760022,30,29
1006130038,4,4
1004720028,6,0
1004607501,10,10
1008180001,4,0
1012500021,10,10
1021180007,43,38
1020990040,1,0
1019080024,2,2
1020810053,8,8
1020610135,5,4
1016100057,9,8
1016350036,1,0
1016540005,0,0
1015800005,15,15
1015130044,15,15
1013440147,4,4
1013850015,3,0
1018150002,0,0
1010590006,10,10
1022270021,20,20
1020740016,2,0
1010390054,20,20
1022500068,0,0
1013790036,8,8
1019380033,10,9
1010600011,12,12
1007610003,7,6
1008300051,0,0
1011260007,10,10
1008550020,4,0
1012090146,11,10
1006370018,2,2
1002770048,2,0
1001800015,5,4
1003480038,4,2
1003450013,17,16
1008920052,7,7
1011850076,2,2
1003320012,0,0
1019270042,3,3
1021300037,16,16
1020510144,8,8
1019200042,3,3
1013320046,4,2
1015280128,2,2
1016230102,3,3
1017950024,14,13
1017260057,30,30
1017720051,0,0
1002830035,14,12
1002180011,3,2
1006340052,2,2
1006180007,5,3
1003000023,8,7
1005850049,10,9
1005920060,7,7
1017270030,10,10
1016360021,9,8
1005890010,2,0
1002810040,4,0
1018400057,20,20
1015327501,61,60
1015230048,1,1
1015510131,10,10
1015820034,46,46
1016400147,1,0
1014350024,18,16
1012630045,2,0
1013820047,12,12
1014260044,865,855
1010580007,10,10
1022150315,2,2
1003760044,1,0
1002060028,6,2
1016270024,20,20
1020250046,18,18
1018720009,1,1
1015330014,10,10
1015080008,2,2
1015230129,3,3
1003480075,1,0
1004680013,13,13
1001347506,5,4
1006090012,0,0
1007780034,43,0
1008370067,1,0
1002100010,5,0
1006100066,10,7
1005760042,2,0
1002050014,5,4
1007780075,2,0
1006150023,2,2
1008890033,5,4
1004490033,5,4
1007737502,12,12
1017680009,9,9
1013250043,29,29
1014150014,4,2
1016210036,65,56
1016340111,8,8
1016370035,3,2
1002920012,3,1
1006080060,105,105
1000527501,14,13
1005730030,1,1
1004970004,11,0
1008210038,23,11
1008950084,12,1
1002060019,7,6
1006100048,40,38
1005740038,1,0
1007190068,2,2
1010390014,18,18
1020020057,25,25
1018740045,3,0
1019870036,25,25
1020830013,20,20
1019400043,7,6
1013950156,3,2
1021010120,1,0
1018610003,14,13
1015440018,10,10
1014400017,24,22
1004500018,26,22
1005720062,37,34
1010130039,1,0
1021250039,3,3
1005750068,3,3
1001900043,4,0
1005670005,17,16
1003060013,6,0
1009070010,16,16
1009070103,3,0
1010420005,10,10
1007200016,6,6
1011260021,10,10
1007700028,10,10
1000280028,0,0
1003550069,5,2
1005420060,6,5
1008680049,6,0
1008860079,9,5
1004520017,18,16
1012490126,8,8
1008860047,14,13
1008370065,6,0
1007860013,15,0
1020800022,2,2
1020810144,1,1
1013810035,14,12
1013800146,12,11
1012890028,1,0
1014040147,2,1
1018150025,0,0
1018020034,0,0
1017500156,1,0
1010570012,10,10
1010570029,23,20
1002370024,9,8
1006250037,0,0
1006230016,3,2
1004180047,24,22
1003990038,15,10
1010570110,4,4
1006980001,2,0
1007080046,1,0
1010427503,2,1
1012500030,133,132
1021750175,62,62
1021800629,0,0
1022430268,26,23
1020800140,3,3
1020920046,37,37
1020910032,39,33
1019290001,10,8
1014700016,1,0
1019530022,0,0
1019410015,0,0
1019050157,11,11
1012120159,5,5
1021540066,17,16
1020120038,1,0
1021110038,18,18
1012430037,20,18
1018430017,24,24
1019587501,10,10
1020820011,26,26
1019380010,2,2
1019370036,29,24
1019130006,3,3
1019117501,2,2
1012270006,1,0
1012360058,1,0
1001240012,2,0
1008940079,11,10
1005610014,114,111
1009277502,8,6
1008400065,6,0
1011270155,8,8
1007950061,17,16
1008820013,1,1
1011170052,20,20
1008007502,12,10
1011620024,7,7
1011630050,1,0
1019170002,18,16
1018917502,53,53
1014060012,3,2
1013790010,1,1
1014090042,43,42
1014417501,201,199
1013970033,75,70
1014360009,22,21
1013510011,2,2
1014100042,1,0
1017200053,8,8
1017260037,27,27
1003100025,18,16
1002387501,52,0
1014647501,217,216
1013470016,10,10
1013470003,4,2
1016320037,1,0
1013120024,6,0
1017200048,3,3
1016210006,15,13
1017280050,20,20
1017280072,10,9
1002150015,6,6
1002750026,5,5
1003480039,5,4
1003480073,14,12
1014700005,2,1
1014680032,26,26
1014560021,1,0
1014400015,4,4
1015080020,18,16
1013880015,1,0
1015670128,15,15
1013760036,6,0
1013257502,29,27
1014050066,20,18
1016890023,5,2
1017840024,3,2
1015940017,1,0
1002790070,0,0
1000510013,5,0
1003790039,38,0
1008230043,11,5
1006100054,13,12
1005160042,19,16
1000970032,10,9
1004510017,10,9
1009210007,23,22
1004120028,17,16
1008947502,186,175
1004450018,28,28
1011290010,1,1
1007350012,1,0
1008007505,24,24
1011630144,7,6
1012070149,8,8
1012080026,5,4
1019270033,57,57
1021550078,20,20
1021610120,30,30
1021520089,25,25
1019930081,22,21
1020500104,4,4
1020400064,8,7
1016270033,10,8
1015090125,1,1
1015090013,7,6
1020040056,0,0
1020040092,0,0
1014070022,9,7
1016320022,10,8
1014660020,21,20
1015090064,20,20
1015090026,3,3
1013450115,9,9
1013320010,9,0
1012630104,5,3
1014160023,8,6
1018060004,8,6
1017090026,10,10
1002390036,5,2
1005390035,9,5
1006260052,20,20
1005280027,1,1
1003430062,16,16
1004610024,31,31
1008180014,10,10
1002200008,0,0
1006110033,1,0
1009150059,4,3
1005280080,1,1
1009100012,20,20
1008380054,16,0
1008330046,15,0
1007720052,5,0
1019880020,15,15
1019030040,3,3
1018380047,20,20
1013880064,1,1
1014910047,8,8
1014870010,20,20
1013650009,325,323
1015860005,70,70
1016890052,12,10
1013120021,4,0
1017500001,10,0
1017520068,2,2
1013770014,9,7
1013750001,1,0
1012640040,77,0
1017670169,0,0
1020160071,0,0
1016880019,3,2
1017850019,11,11
1016030033,12,12
1006180010,3,0
1000860001,1,0
1006130022,7,7
1003480028,12,11
1007450006,2,2
1007430022,15,15
1007670017,1,1
1008640047,1,0
1011450001,152,147
1011450008,16,14
1021700556,16,16
1012200017,0,0
1021570096,20,20
1022230026,1,0
1019010009,21,20
1020730036,8,8
1020580050,21,21
1019580056,11,11
1019500060,0,0
1017540162,3,3
1016390046,1,0
1017537504,13,13
1002240027,1,1
1005750042,6,6
1005060021,1,1
1005030021,30,26
1010550047,20,20
1010570016,1,0
1009170028,0,0
1000770023,5,4
1006100021,6,5
1004060005,8,6
1006190018,1,1
1003930035,19,18
1004920020,11,8
1003760025,4,4
1006150093,1,1
1002070014,10,8
1005040026,30,28
1003540016,0,0
1004127501,2,0
1003550051,4,4
1004390030,4,3
1004360008,3,3
1007870070,0,0
1007850011,18,0
1008570007,3,0
1008567502,190,188
1020110009,10,10
1020740054,1,1
1018280015,4,0
1019220020,44,39
1014580044,32,31
1014530043,198,195
1015040015,7,5
1020510140,2,2
1014280128,5,5
1014280035,22,22
1017730069,9,0
1016830029,5,3
1017860032,0,0
1003107502,8,6
1004510025,10,9
1009190001,27,24
1007790041,19,0
1003930010,7,7
1007720074,4,3
1007670002,89,87
1012297501,55,55
1010580158,5,5
1011840068,10,10
1011840062,9,9
1022150387,1,1
1021390161,27,27
1011620012,53,53
1002930020,11,10
1005060047,3,2
1001900039,8,5
1002830087,10,8
1004430041,25,24
1007930017,15,14
1003977501,21,21
1007220071,4,4
1008010061,26,0
1008630051,8,6
1010080060,1,0
1010107502,36,33
1011820145,2,2
1010380029,1,0
1003950009,93,93
1008870013,2,1
1012440029,10,10
1021530051,22,22
1021200057,4,4
1022240005,21,21
1019880060,3,0
1021170037,5,3
1012450007,6,6
1012460007,36,33
1021520047,3,0
1021650006,18,18
1015190020,10,7
1021090098,3,3
1019680023,19,19
1016270023,19,18
1020820047,19,19
1018620001,19,15
1013910049,1,1
1018260006,30,30
1018910060,8,8
1010420004,10,8
1021390404,1,0
1012490019,1,1
1022480028,33,33
1020070043,10,10
1019660031,4,1
1019430109,2,2
1014510016,7,6
1015780009,20,20
1016880040,29,29
1016290101,1,1
1002830097,3,2
1004580040,0,0
1002190021,8,5
1003750045,50,50
1004720022,5,0
1008580045,1,0
1002030020,14,0
1006350020,3,3
1006030067,7,7
1005210003,0,0
1002760030,10,8
1005310001,24,22
1004350019,24,22
1008960039,188,188
1008227503,12,11
1002020029,5,0
1008480023,8,0
1012010002,5,5
1008290064,1,0
1012290037,30,30
1011270008,7,7
1012390029,23,22
1011840031,636,636
1012520065,34,34
1021740040,20,18
1021680063,24,24
1020530024,31,31
1020680044,1,0
1020610123,4,4
1020110013,10,10
1022190016,10,10
1021797503,20,20
1020850032,1,0
1019070025,3,3
1020090029,58,53
1020110008,0,0
1018610008,15,15
1018630017,0,0
1001507502,5,4
1005830020,1,1
1004240037,9,8
1008200045,1,0
1021800080,8,0
1001420016,1,1
1008910056,1,1
1015900055,0,0
1015300128,8,7
1015280017,20,20
1015800016,16,16
1015780045,21,21
1012710007,105,89
1012700014,10,10
1015590005,1,0
1015280131,2,2
1015700031,1,0
1014980043,15,15
1013260117,1,1
1017450132,3,3
1016460015,20,20
1018740029,160,160
1019260151,4,4
1020250014,1,1
1014607501,158,158
1014600037,20,20
1019480041,1,0
1019480001,14,14
1017110042,2,2
1005880081,1,1
1002710044,21,20
1000110015,1,0
1006130061,6,5
1004057503,12,12
1016080061,0,0
1003720031,33,33
1004780023,4,2
1008870022,4,3
1004520031,5,4
1010250025,36,0
1011250160,10,10
1005257501,196,190
1008280033,101,0
1007600063,48,0
1010800010,235,235
1010640009,0,0
1010760019,16,16
1012220010,2,2
1020650026,28,28
1000900024,6,5
1006257501,180,179
1008200038,11,0
1007440011,5,5
1011950001,130,125
1012240058,126,121
1005210043,6,0
1000650022,4,3
1000290024,1,0
1005200039,2,2
1019030049,11,11
1011630114,7,7
1011840004,23,23
1022420029,58,56
1002980025,19,17
1010260032,57,0
1009220021,10,8
1004110011,26,25
1003480071,6,4
1008030031,1,0
1010420052,7,5
1006300031,0,0
1008947503,47,43
1004950002,22,21
1007800005,3,1
1007340007,1,0
1006980035,2,0
1011460041,6,6
1016660011,4,4
1016140062,9,9
1017210021,6,6
1017860006,1,0
1016870047,10,8
1006170030,5,4
1005190018,4,4
1020300021,41,41
1011830015,6,6
1018300052,10,10
1012510118,10,10
1020320007,20,20
1020700001,11,0
1017270061,3,3
1021350017,53,53
1012517502,3,3
1020600056,4,4
1021220077,149,146
1021150034,15,13
1014330013,1,1
1015420014,86,83
1001780011,6,4
1010260021,2,0
1005430027,1,1
1009240064,6,6
1004780022,8,6
1008360083,4,0
1007720066,1,0
1019570001,1,0
1013830061,5,4
1016220052,20,18
1018070028,24,22
1016670032,10,10
1016390030,8,8
1002250006,1,0
1004997507,5,4
1009210009,13,12
1007450009,7,7
1010120037,1,0
1010180026,1,0
1005930027,3,2
1008197501,18,13
1001720023,30,0
1006340059,2,2
1005070048,1,0
1009980024,29,0
1005790011,1,0
1004500029,13,8
1011190050,62,60
